,Texts,Polarity
6711,Da Vinci Code sucks be...,-1
6712,Mission Impossible 3 was excellent.,1
6713,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
6714,YAAAAAAAAH,0
6715,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
6716,"Always knows what I want, not guy crazy, hates Harry Potter..",-1
6717,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
6718,Da Vinci Code sucked..,-1
6719,mission impossible 2 rocks!!....,1
6720,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
6721,The Da Vinci Code sucked big time.,-1
6722,Ok brokeback mountain is such a horrible movie.,-1
6723,staggerlee422 BomboraMM CovfefeL newearth777 cjdtwit FlaRhps c0achrex RenovaAlejandro dtrastikeville,0
6724,Mission Impossible 3 was excellent.,1
6725,So Brokeback Mountain was really depressing.,-1
6726,the last stand and Mission Impossible 3 both were awesome movies.,1
6727,So Brokeback Mountain was really depressing.,-1
6728,"Personally, I love reading Harry Potter books.",1
6729,The Da Vinci Code sucked big time.,-1
6730,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,-1
6731,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
6732,"I haven't seen Crash-and everyone tells me it's fabulous, but I just love Brokeback Mountain...",1
6733,I love Harry Potter.,1
6734,VIDEO Climate HYPOCRITE Leonardo DiCaprio allegedly flew to Coachella on private jet,0
6735,"I'm telling you, the Da Vinci Code is an AWESOME book!",1
6736,Although watching Harry Potter was a little boring.,-1
6737,"God, Yahoo Games has this truly-awful looking Da Vinci Code-themed skin on it's chessboard right now.",-1
6738,Brokeback mountain was beautiful...,1
6739,"Is it just me, or does Harry Potter suck?...",-1
6740,Harry Potter is AWESOME I don't care if anyone says differently!..,1
6741,Harry Potter is AWESOME I don't care if anyone says differently!..,1
6742,Harry Potter was sucking his cock.,-1
6743,jdub 2K jdub Lets get this thing goin man I want Woodstock k18 to be bad as duck and I wanna play some,0
6744,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
6745,DA VINCI CODE IS AWESOME!!,1
6746,"da vinci code, you suck..",-1
6747,Brokeback Mountain was an AWESOME movie.,1
6748,"Is it just me, or does Harry Potter suck?...",-1
6749,man i loved brokeback mountain!,1
6750,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
6751,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
6752,"Oh, and Brokeback Mountain was a terrible movie.",-1
6753,Brokeback Mountain was so awesome.,1
6754,"Oh, and Brokeback Mountain was a terrible movie.",-1
6755,"I liked the first "" Mission Impossible.",1
6756,Love luv lubb the Da Vinci Code!,1
6757,Brokeback Mountain was so awesome.,1
6758,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
6759,"Derek and I saw 3 movies, Brokeback Mountain, which was beautiful, I almost cried.",1
6760,Paul Logan from H S E discussing how sustaining a strong leadership through corporate commitment helps to manage r,0
6761,"Aaron Â s mom and Aaron knew how much I loved the Da Vinci Code, so we took the tour inside.",1
6762,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,-1
6763,Da Vinci Code sucked.,-1
6764,it always get so happy when I think about how Leonardo DiCaprio finally got his Oscar lmao,0
6765,Laugh HubCity Schwarzenegger Looks like one of the Chilean miners that was stuck in that shaft,0
6766,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
6767,Schwarzenegger Hey dude Stormy Daniels just fingered you to a police sketch artist Its all over cable news Don,0
6768,i love being a sentry for mission impossible and a station for bonkers.,1
6769,I liked a YouTube video Logan Paul and Why Dont We funny moments,1
6770,i hate brokeback mountain.,-1
6771,400 CHALLENGE MIN SEC GYM GAINS FITNESS LADIES MAN LadiesMan Respect RIPRiya HeathEvans44,0
6772,Manooooooo,0
6773,I love Harry Potter.,1
6774,the last stand and Mission Impossible 3 both were awesome movies.,1
6775,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
6776,"Is it just me, or does Harry Potter suck?...",-1
6777,Harry Potter is AWESOME I don't care if anyone says differently!..,1
6778,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
6779,the last stand and Mission Impossible 3 both were awesome movies.,1
6780,i heard da vinci code sucked soo much only 2.5 stars:,-1
6781,we're gonna like watch Mission Impossible or Hoot.(,1
6782,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
6783,"I LOVE BROKEBACK MOUNTAIN, I LOVE ANG LEE, I LOVE JAKE GYLLENHAAL, I LOVE HEATH LEDER SO MUCH..",1
6784,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
6785,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
6786,"Interview with the Vampire, Anne Rice [ Okay, I might hate this one as much as I hate Harry Potter.",-1
6787,BECAUSE DA VINCI CODE SUCKED!!,-1
6788,i love being a sentry for mission impossible and a station for bonkers.,1
6789,Harry Potter is AWESOME I don't care if anyone says differently!..,1
6790,Love luv lubb the Da Vinci Code!,1
6791,I love Brokeback Mountain....,1
6792,My dad's being stupid about brokeback mountain...,-1
6793,87 Inspirational Leonardo DiCaprio Quotes,0
6794,OG Auntie elonmusk JeffBezos BillGates I do agree those with the most can do more but youre still just talkin,0
6795,"Oh, and Brokeback Mountain was a terrible movie.",-1
6796,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
6797,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
6798,mmamania NateDiaz209 TheNotoriousMMA,0
6799,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
6800,Leonardo DiCaprios Coachella Disguise Fail via yahoo,-1
6801,Happiness usually comes in the form of my amazing storytimes and my Harry Potter club and my occasional few and far between talks with Julia and Marisa.,1
6802,"I'm not even halfway through this movie, but I think Brokeback Mountain is terrible..",-1
6803,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
6804,i heard da vinci code sucked soo much only 2.5 stars:,-1
6805,Brokeback Mountain was an AWESOME movie.,1
6806,"Is it just me, or does Harry Potter suck?...",-1
6807,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
6808,i love being a sentry for mission impossible and a station for bonkers.,1
6809,The Da Vinci Code sucked big time.,-1
6810,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
6811,"by the way, the Da Vinci Code sucked, just letting you know...",-1
6812,plainrocktweets CaseyNeistat MKBHD what was it like owning a boosted board I want to replace my bike with it,0
6813,we're gonna like watch Mission Impossible or Hoot.(,1
6814,The Da Vinci Code sucked big time.,-1
6815,This quiz sucks and Harry Potter sucks ok bye..,-1
6816,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
6817,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
6818,Brokeback Mountain is fucking horrible..,-1
6819,Brokeback Mountain is fucking horrible..,-1
6820,that and the da vinci code is awesome so far.,1
6821,Gostei de um v deo YouTube looks like Leonardo Dicaprio Happy Together20180412,0
6822,Mission Impossible 3 was excellent.,1
6823,mission impossible three is useless...,-1
6824,"Anyway, thats why I love "" Brokeback Mountain.",1
6825,hello you,0
6826,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
6827,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
6828,i miss Harry Potter.,1
6829,by the way Mission Impossible 3 was awesome.),1
6830,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
6831,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
6832,i heard da vinci code sucked soo much only 2.5 stars:,-1
6833,dudeee i LOVED brokeback mountain!!!!,1
6834,The Da Vinci Code was absolutely AWESOME!,1
6835,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
6836,I love Harry Potter.,1
6837,the people who are worth it know how much i love the da vinci code.,1
6838,NBCNews There probe was gonna last months good guy elonmusk amp Tesla did the public right and released it in a timely matter,0
6839,I love Brokeback Mountain....,1
6840,I love The Da Vinci Code...,1
6841,These Harry Potter movies really suck.,-1
6842,Harry Potter is AWESOME I don't care if anyone says differently!..,1
6843,the last stand and Mission Impossible 3 both were awesome movies.,1
6844,and i love reading da vinci code.....,1
6845,So Brokeback Mountain was really depressing.,-1
6846,Da Vinci Code sucks be...,-1
6847,"I got a hold of Kelsey and we went to Oceanwalk and saw the Da Vinci Code, which kinda sucked, then went and got really, REALLY bad food at Johnny Rockets.",-1
6848,"by the way, the Da Vinci Code sucked, just letting you know...",-1
6849,""" A couple of very liberal people I know thought Brokeback Mountain was "" stupid exploitation.",-1
6850,Brokeback mountain was beautiful...,1
6851,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,-1
6852,I love Harry Potter.,1
6853,"I absolutely LOVE Harry Potter, as you can tell already.",1
6854,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
6855,This quiz sucks and Harry Potter sucks ok bye..,-1
6856,Brokeback Mountain is fucking horrible..,-1
6857,The Da Vinci Code sucked big time.,-1
6858,Schwarzenegger Hey Arnold Im going to be attempting to lift kg in the space of a day next week to share,0
6859,i love mission impossible!!!!!!!!!!!..,1
6860,man i loved brokeback mountain!,1
6861,the people who are worth it know how much i love the da vinci code.,1
6862,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
6863,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
6864,Brokeback Mountain was boring.,-1
6865,I love Harry Potter..,1
6866,i love being a sentry for mission impossible and a station for bonkers.,1
6867,"Oh, and Brokeback Mountain was a terrible movie.",-1
6868,The Da Vinci Code is awesome..,1
6869,", but I LOVE brokeback mountain.",1
6870,Da Vinci Code sucks.,-1
6871,I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,-1
6872,the da vinci code was awesome lah!,1
6873,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
6874,Da Vinci Code sucked..,-1
6875,"Then again, the Da Vinci code is super shitty movie, and it made like 700 million.",-1
6876,These Harry Potter movies really suck.,-1
6877,I love Brokeback Mountain.,1
6878,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",-1
6879,The Da Vinci Code is awesome!!,1
6880,The Da Vinci Code sucked big time.,-1
6881,Mission Impossible 3 was excellent.,1
6882,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
6883,Brokeback Mountain was boring.,-1
6884,I love Brokeback Mountain.,1
6885,the last stand and Mission Impossible 3 both were awesome movies.,1
6886,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
6887,I love Harry Potter..,1
6888,Harry Potter is AWESOME I don't care if anyone says differently!..,1
6889,I loved Brokeback Mountain...,1
6890,Brokeback Mountain was an AWESOME movie.,1
6891,"For those who are Harry Potter ignorant, the true villains of this movie are awful creatures called dementors.",-1
6892,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
6893,I wanted desperately to love'The Da Vinci Code as a film.,1
6894,Mission Impossible 3 looks AWESOME...,1
6895,Actor Leonardo DiCaprio To Present Iconic Film Director Martin Scorsese With The Inaugural Robert Osborne Award at,0
6896,dudeee i LOVED brokeback mountain!!!!,1
6897,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
6898,Brokeback Mountain was so awesome.,1
6899,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
6900,Schwarzenegger,0
6901,"I hope they end this franchise here, or Mission Impossible 4 may see Cruise facing off against the evil Richard Simmons..",-1
6902,Leonardo DiCaprio Dicium Mesra Model Tahun di Coachella,0
6903,The Da Vinci Code is awesome!!,1
6904,The Da Vinci Code sucked.,-1
6905,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
6906,i heard da vinci code sucked soo much only 2.5 stars:,-1
6907,"Always knows what I want, not guy crazy, hates Harry Potter..",-1
6908,DA VINCI CODE IS AWESOME!!,1
6909,"So, who else hates BrokeBack Mountain?..",-1
6910,I love Brokeback Mountain....,1
6911,I love the Da Vinci Code too.,1
6912,The Da Vinci Code sucked big time.,-1
6913,MKBHD What is that beast of a mic,1
6914,the da vinci code was sooo awesome-good luck at ur tennis tournament..,1
6915,moonyukito harvey steals the mic and beats the male to the ground with it before dusting off his suit this guy,0
6916,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
6917,Harry Potter is AWESOME I don't care if anyone says differently!..,1
6918,The Da Vinci Code is awesome..,1
6919,da vinci code sucks...,-1
6920,mission impossible 2 rocks!!....,1
6921,"Oh, and Brokeback Mountain was a terrible movie.",-1
6922,da vinci code was an awesome movie...,1
6923,"Is it just me, or does Harry Potter suck?...",-1
6924,I like Mission Impossible movies because you never know who's on the right side.,1
6925,I wanted desperately to love'The Da Vinci Code as a film.,1
6926,mission impossible 2 rocks!!....,1
6927,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
6928,MISSION IMPOSSIBLE 3 was AWEsome.,1
6929,These Harry Potter movies really suck.,-1
6930,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
6931,Love luv lubb the Da Vinci Code!,1
6932,"Is it just me, or does Harry Potter suck?...",-1
6933,elonmusk I only tweeted you that bc I know youd find it funny Rocket building must be tiresome on the brain Hav,0
6934,"I'll probably get murdered a thousand times over by everyone for saying it, but I hate Harry Potter.",-1
6935,I love Harry Potter.,1
6936,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
6937,"I liked the first "" Mission Impossible.",1
6938,the people who are worth it know how much i love the da vinci code.,1
6939,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
6940,elonmusk When I pick up the Model in a few weeks I think the first thing Ill listen to is some foofighters,0
6941,MKBHD These settings are killing me,0
6942,i heard da vinci code sucked soo much only 2.5 stars:,-1
6943,I still loved the first Mission Impossible but this one was definitely better than the second one.,1
6944,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",-1
6945,I love Harry Potter.,1
6946,Da Vinci Code sucks be...,-1
6947,I love Harry Potter.,1
6948,stupid brokeback mountain.,-1
6949,da vinci code was an awesome movie...,1
6950,The Da Vinci Code is awesome...,1
6951,I hate Harry Potter..,-1
6952,DA VINCI CODE IS AWESOME!!,1
6953,Harry Potter is AWESOME I don't care if anyone says differently!..,1
6954,Brokeback mountain was beautiful...,1
6955,"shit, i love the da vinci code.",1
6956,we're gonna like watch Mission Impossible or Hoot.(,1
6957,Brokeback mountain was beautiful...,1
6958,I love Brokeback Mountain....,1
6959,we're gonna like watch Mission Impossible or Hoot.(,1
6960,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
6961,I hate Harry Potter.,-1
6962,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
6963,I love Harry Potter.,1
6964,Brokeback Mountain was an AWESOME movie.,1
6965,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
6966,i love being a sentry for mission impossible and a station for bonkers.,1
6967,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
6968,"Always knows what I want, not guy crazy, hates Harry Potter..",-1
6969,So Brokeback Mountain was really depressing.,-1
6970,I like Mission Impossible movies because you never know who's on the right side.,1
6971,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
6972,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
6973,i heard da vinci code sucked soo much only 2.5 stars:,-1
6974,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
6975,Brokeback mountain was beautiful...,1
6976,The Da Vinci Code was AWESOME.,1
6977,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
6978,"- Aimee has been here for over a week, and it's been really fun..-The Da Vinci Code sucked ass!.-Sean has been a really awesome and supportive friend..-Indian Reservations are full of white people.",-1
6979,Mission Impossible 3 was a surprisingly awesome movie.,1
6980,Brokeback mountain was beautiful...,1
6981,"The Da Vinci Code was awesome, I can't wait to read it...",1
6982,"Anyway, thats why I love "" Brokeback Mountain.",1
6983,I am going to start reading the Harry Potter series again because that is one awesome story.,1
6984,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
6985,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,-1
6986,The Da Vinci Code is awesome..,1
6987,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
6988,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
6989,JonahSachs13 MKBHD its space gray,0
6990,elonmusk Driving a Model and playing elonmusk spacex tesla,0
6991,i heard da vinci code sucked soo much only 2.5 stars:,-1
6992,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
6993,I like Mission Impossible movies because you never know who's on the right side.,1
6994,So Brokeback Mountain was really depressing.,-1
6995,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
6996,I wanted desperately to love'The Da Vinci Code as a film.,1
6997,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
6998,"So now, I'm going to watch some tv, then bullshit a I fucking hate Harry Potter costume for the monthly meeting tonight.",-1
6999,elonmusk Hi Elon please reply to me,0
7000,Ga heran ijk Model emang seleranya si oom,0
7001,My dad's being stupid about brokeback mountain...,-1
7002,These Harry Potter movies really suck.,-1
7003,elonmusk sherylsandberg JeffBezos tim cook richardbranson Davidblackmer2 kevinolearytv Oprah tomhanks,0
7004,LMAO ELON A REAL ONE HAHAHAHA,0
7005,I hate Harry Potter.,-1
7006,the da vinci code sucked...,-1
7007,NPRinskeep Its all fun and games until a naked amp ripped Schwarzenegger shows up looking for Sarah Connor Im just sayin,0
7008,I thought Brokeback Mountain was an awful movie.,-1
7009,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
7010,"I, too, like Harry Potter..",1
7011,I hate Harry Potter.,-1
7012,DA VINCI CODE IS AWESOME!!,1
7013,Da Vinci Code sucks.,-1
7014,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
7015,MxboSix TheNotoriousMMA himself,0
7016,da vinci code was an awesome movie...,1
7017,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
7018,Love luv lubb the Da Vinci Code!,1
7019,I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,-1
7020,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
7021,"Always knows what I want, not guy crazy, hates Harry Potter..",-1
7022,I hate Harry Potter.,-1
7023,the people who are worth it know how much i love the da vinci code.,1
7024,Da Vinci Code sucks be...,-1
7025,Da Vinci Code sucks be...,-1
7026,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
7027,Da Vinci Code sucks be...,-1
7028,I want to do something unexpected I am not going to do something like Brokeback Mountain or Rent or Crash or anything like that because those movies are basically about diversity.,1
7029,"I absolutely LOVE Harry Potter, as you can tell already.",1
7030,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
7031,DA VINCI CODE IS AWESOME!!,1
7032,These Harry Potter movies really suck.,-1
7033,""" Mission Impossible 3 sucks like a Theatan energy field!",-1
7034,My dad's being stupid about brokeback mountain...,-1
7035,Da Vinci Code sucks.,-1
7036,MKBHD I wouldve said KarlConrad n DetroitBORG,0
7037,I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,-1
7038,I have read 1984 and I hate Harry Potter..,-1
7039,the last stand and Mission Impossible 3 both were awesome movies.,1
7040,Harry Potter is AWESOME I don't care if anyone says differently!..,1
7041,"I'll be working Harry Potter weekend, which is going to suck at Suncoast, lol....",-1
7042,These Harry Potter movies really suck.,-1
7043,These Harry Potter movies really suck.,-1
7044,Every Schwarzenegger family road trip,0
7045,These Harry Potter movies really suck.,-1
7046,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
7047,Brokeback Mountain was an AWESOME movie.,1
7048,I hate Harry Potter.,-1
7049,"The Da Vinci Code was awesome, I can't wait to read it...",1
7050,Da Vinci Code sucks.,-1
7051,"You know Brokeback Mountain was a stupid movie, because if it was about a guy and a girl, no one would give a shit about it..",-1
7052,Brokeback Mountain is a beautiful movie that is carefully done.,1
7053,I love Harry Potter.,1
7054,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
7055,the last stand and Mission Impossible 3 both were awesome movies.,1
7056,mission impossible 2 rocks!!....,1
7057,These Harry Potter movies really suck.,-1
7058,Love luv lubb the Da Vinci Code!,1
7059,"Mission Impossible of course, was awesome as all get out.",1
7060,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
7061,Harry Potter is AWESOME I don't care if anyone says differently!..,1
7062,"Anyway, thats why I love "" Brokeback Mountain.",1
7063,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
7064,Brokeback Mountain sounds beautiful...,1
7065,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
7066,I love Harry Potter.,1
7067,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
7068,elonmusk dont tweet and drive,0
7069,"In her rant, with generalized condemnation of the entire Hollywood industry, the people who actually voted for "" Brokeback Mountain "" are targeted as part of the same stupid mob...",-1
7070,Mission Impossible 3 is awesome!!!!,1
7071,Ok brokeback mountain is such a horrible movie.,-1
7072,I love Harry Potter.,1
7073,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
7074,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",-1
7075,I love Brokeback Mountain.,1
7076,Read the thread Tesla is going to get someone killed elonmusk is in my humble opinion incompetent,0
7077,These Harry Potter movies really suck.,-1
7078,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
7079,"Oh, and Brokeback Mountain was a terrible movie.",-1
7080,"I, too, like Harry Potter..",1
7081,This quiz sucks and Harry Potter sucks ok bye..,-1
7082,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
7083,I love Harry Potter...,1
7084,I love Harry Potter.,1
7085,i loved brokeback mountain!:(,1
7086,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
7087,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
7088,"Don't get me wrong, I love brokeback mountain, but I think it has more to do that only white people can talk about racism and wins an oscar.",1
7089,MKBHD Do you think Samsung is done increasing their phones battery capacity since the Note fiasco isnt e,0
7090,da vinci code was an awesome movie...,1
7091,Jon4Lakers to5mac iPeterCao Has MKBHD become too big to steal from that companies have moved onto you I never,0
7092,mission impossible three is awesome btw!)..,1
7093,"To be fair, Harry Potter and the Goblet of Fire ( the novel ) is simply a lower shade of brilliant than the others, but I had issues with it.",1
7094,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
7095,the people who are worth it know how much i love the da vinci code.,1
7096,Brokeback Mountain was an AWESOME movie.,1
7097,Brokeback mountain was beautiful...,1
7098,This quiz sucks and Harry Potter sucks ok bye..,-1
7099,Running Man the most underrated of the Schwarzenegger movieshis one liners always crack me up,0
7100,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
7101,I'll let y'all know if The Da Vinci Code sucks or not...,-1
7102,"I liked the first "" Mission Impossible.",1
7103,dudeee i LOVED brokeback mountain!!!!,1
7104,Harry Potter Rocks!!!!!!!!!,1
7105,I love Harry Potter.,1
7106,Da Vinci Code is amazing.,1
7107,Brokeback Mountain was boring.,-1
7108,The Da Vinci Code sucked big time.,-1
7109,Brokeback Mountain was so awesome.,1
7110,the last stand and Mission Impossible 3 both were awesome movies.,1
7111,Brokeback Mountain is fucking horrible..,-1
7112,I wanted desperately to love'The Da Vinci Code as a film.,1
7113,DA VINCI CODE IS AWESOME!!,1
7114,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
7115,"I liked the first "" Mission Impossible.",1
7116,These Harry Potter movies really suck.,-1
7117,da vinci code sucks...,-1
7118,I love Brokeback Mountain...,1
7119,The Da Vinci Code was absolutely AWESOME!,1
7120,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,-1
7121,These Harry Potter movies really suck.,-1
7122,dudeee i LOVED brokeback mountain!!!!,1
7123,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
7124,Having Brokeback Mountain action figures that are fully clothed is stupid.,-1
7125,DA VINCI CODE IS AWESOME!!,1
7126,Brokeback Mountain was an AWESOME movie.,1
7127,MISSION IMPOSSIBLE WAS SO WICKED AWESOME!!!!!!!!!!!,1
7128,Harry Potter is AWESOME I don't care if anyone says differently!..,1
7129,also loved the da vinci code..,1
7130,Brokeback Mountain was boring.,-1
7131,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
7132,dudeee i LOVED brokeback mountain!!!!,1
7133,Jake amp Logan Paul Normalizing Narcissism,0
7134,Brokeback Mountain was so awesome.,1
7135,"Oh, and Brokeback Mountain was a terrible movie.",-1
7136,"The Da Vinci Code was awesome, I can't wait to read it...",1
7137,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
7138,My dad's being stupid about brokeback mountain...,-1
7139,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
7140,Film News Roundup Leonardo DiCaprio to Present Martin Scorsese With Robert Osborne Award,0
7141,Brokeback mountain was beautiful...,1
7142,Da Vinci Code sucks be...,-1
7143,SesoHQ MKBHD i like what i see,0
7144,"Even though Brokeback Mountain is one of the most depressing movies, ever...",-1
7145,"The Da Vinci Code was awesome, I can't wait to read it...",1
7146,I hate Harry Potter even more now. >:,-1
7147,Da Vinci Code sucks.,-1
7148,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
7149,MKBHD Yep,0
7150,Ok brokeback mountain is such a horrible movie.,-1
7151,"It was planned so no biggie, I was admiring his sisters Harry Potter collection while I waited.",1
7152,AndyManganelli HeyMarkL CaseyNeistat MKBHD Sounds pretty impressive for the price then,0
7153,da vinci code sucks...,-1
7154,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
7155,"Like, for me, Brokeback Mountain sucked because I don't have the fill for its blanks...",-1
7156,I am going to start reading the Harry Potter series again because that is one awesome story.,1
7157,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
